metric,mean,std,min,max,median
best_penalized,1294.0128142407862,115.99268970757646,1104.6587296526025,1618.2435059634527,1277.8782822743033
best_clean,1146.8192658536896,40.81040212893362,1082.9087296526025,1205.577777210915,1157.435641587184
time_sec,189.9168803307318,11.279333947041136,164.35801148414612,207.68386459350586,193.99918293952942
