metric,mean,std,min,max,median
best_penalized,2135.0297089320243,288.18652153572026,1668.1356415871842,2779.8714280248114,2108.2983399593923
best_clean,1279.4587411900884,82.99914513864087,1124.979797464468,1464.785930012629,1271.5189027078695
time_sec,23.23502060674852,1.9454504013860978,19.136516094207764,27.376399993896484,23.4284029006958
